datetime,state,city_or_county,rolling_death_count,rolling_injured_count,rolling_armed_robbery_count,rolling_gang_involvement_count,rolling_home_invasion_count,rolling_domestic_violence_count,rolling_road_rage_count,rolling_mass_shooting_count,rolling_teen_incident_count,rolling_drug_raid_count,rolling_suicide_count,date
00:00.0,Pennsylvania,Mckeesport,0,4,0,0,0,0,0,1,0,0,0,1/1/2013
00:00.0,Pennsylvania,Philadelphia,1,7,0,0,0,0,0,2,0,0,0,4/9/2013
00:00.0,Pennsylvania,Chester,2,10,0,0,0,0,0,3,0,0,0,4/28/2013
00:00.0,Pennsylvania,Johnstown,2,14,0,0,0,0,0,4,0,0,0,5/6/2013
00:00.0,Pennsylvania,Philadelphia,2,18,0,0,0,0,0,5,0,0,0,5/11/2013
00:00.0,Pennsylvania,Philadelphia,2,22,0,0,0,0,0,6,0,0,0,5/16/2013
00:00.0,Pennsylvania,York,2,26,0,0,0,0,0,7,0,0,0,6/9/2013
00:00.0,Pennsylvania,Philadelphia,3,26,0,1,0,0,0,7,0,0,0,8/5/2013
00:00.0,Pennsylvania,Saylorsburg,6,30,0,1,0,0,0,8,0,0,0,8/6/2013
00:00.0,Pennsylvania,Philadelphia,6,34,0,1,0,0,0,9,0,0,0,8/13/2013
00:00.0,Pennsylvania,York,7,34,0,1,0,0,0,9,0,0,0,8/17/2013
00:00.0,Pennsylvania,Philadelphia,8,39,0,1,0,0,0,10,0,0,0,10/6/2013
00:00.0,Pennsylvania,Wilkes Barre,9,39,0,1,0,0,0,10,0,0,0,10/13/2013
00:00.0,Pennsylvania,Harrisburg,9,47,0,1,0,0,0,11,0,0,0,10/13/2013
00:00.0,Pennsylvania,Pittsburgh (Homewood),11,52,0,1,0,0,0,12,0,0,0,10/21/2013
00:00.0,Pennsylvania,Philadelphia,11,56,0,1,0,0,0,13,0,0,0,11/21/2013
00:00.0,Pennsylvania,Philadelphia,11,57,0,2,0,0,0,13,0,0,0,11/22/2013
00:00.0,Pennsylvania,Philadelphia,11,58,0,3,0,0,0,13,0,0,0,11/22/2013
00:00.0,Pennsylvania,Derry,12,58,0,3,0,1,0,13,0,0,0,12/1/2013
00:00.0,Pennsylvania,York,13,58,0,3,0,1,0,13,0,0,0,12/7/2013
00:00.0,Pennsylvania,Hazleton,13,58,0,3,0,1,0,13,0,0,0,1/1/2014
00:00.0,Pennsylvania,Philadelphia,13,59,0,3,0,1,0,13,0,0,0,1/1/2014
00:00.0,Pennsylvania,Philadelphia,13,60,0,3,0,1,0,13,0,0,0,1/1/2014
00:00.0,Pennsylvania,Morrisville,13,61,0,3,0,1,0,13,0,0,0,1/1/2014
00:00.0,Pennsylvania,Montgomery County,13,61,1,3,0,1,0,13,0,0,0,1/2/2014
00:00.0,Pennsylvania,Philadelphia,13,62,1,3,1,1,0,13,0,0,0,1/2/2014
00:00.0,Pennsylvania,Lancaster,13,62,1,3,2,1,0,13,0,0,0,1/2/2014
00:00.0,Pennsylvania,Philadelphia,13,63,1,3,2,1,0,13,0,0,0,1/2/2014
00:00.0,Pennsylvania,Dunbar,14,63,1,3,2,1,0,13,0,0,0,1/2/2014
00:00.0,Pennsylvania,Philadelphia,16,63,1,3,2,1,0,13,0,0,0,1/3/2014
00:00.0,Pennsylvania,Philadelphia,16,64,1,3,2,1,0,13,0,0,0,1/3/2014
00:00.0,Pennsylvania,York,16,64,1,3,2,1,1,13,0,0,0,1/3/2014
00:00.0,Pennsylvania,Williamsport,16,65,1,3,2,1,1,13,0,0,0,1/3/2014
00:00.0,Pennsylvania,Philadelphia,16,66,1,3,2,1,1,13,0,0,0,1/4/2014
00:00.0,Pennsylvania,Allentown,16,66,1,3,2,1,1,13,0,0,0,1/4/2014
00:00.0,Pennsylvania,Philadelphia,17,66,1,3,2,1,1,13,0,0,0,1/4/2014
00:00.0,Pennsylvania,Wind Gap,17,66,2,3,2,1,1,13,0,0,0,1/4/2014
00:00.0,Pennsylvania,Philadelphia,17,68,2,3,2,1,1,13,0,0,0,1/4/2014
00:00.0,Pennsylvania,Philadelphia,17,68,2,3,2,1,1,13,0,0,0,1/4/2014
00:00.0,Pennsylvania,Wilkes-Barre,17,68,3,3,2,1,1,13,0,0,0,1/4/2014
00:00.0,Pennsylvania,Greencastle,18,68,3,3,2,1,2,13,0,0,0,1/4/2014
00:00.0,Pennsylvania,Erie,19,71,3,3,2,1,2,13,0,0,0,1/5/2014
00:00.0,Pennsylvania,Carlisle,19,72,3,3,2,1,2,13,0,0,0,1/5/2014
00:00.0,Pennsylvania,Philadelphia,20,72,3,3,2,1,2,13,0,0,0,1/5/2014
00:00.0,Pennsylvania,Philadelphia,22,73,3,3,2,1,2,13,0,0,0,1/5/2014
00:00.0,Pennsylvania,Allentown,22,73,4,3,2,1,2,13,0,0,0,1/6/2014
00:00.0,Pennsylvania,Philadelphia,23,73,4,3,2,1,2,13,0,0,0,1/7/2014
00:00.0,Pennsylvania,Lancaster,23,73,4,3,2,2,2,13,0,0,0,1/7/2014
00:00.0,Pennsylvania,Philadelphia,24,73,4,3,2,2,2,13,0,0,0,1/7/2014
00:00.0,Pennsylvania,Kingston,24,73,5,3,2,2,2,13,0,0,0,1/7/2014
00:00.0,Pennsylvania,Philadelphia,24,74,5,3,2,2,2,13,0,0,0,1/8/2014
00:00.0,Pennsylvania,Philadelphia,24,75,5,3,2,2,2,13,0,0,0,1/8/2014
00:00.0,Pennsylvania,Philadelphia,24,76,5,3,2,2,2,13,0,0,0,1/8/2014
00:00.0,Pennsylvania,Philadelphia,24,77,5,3,2,2,2,13,0,0,0,1/8/2014
00:00.0,Pennsylvania,Munhall,25,77,5,3,2,2,2,13,0,0,0,1/8/2014
00:00.0,Pennsylvania,Larksville,25,77,6,3,2,2,2,13,0,0,0,1/8/2014
00:00.0,Pennsylvania,Homestead,26,77,6,3,2,2,2,13,0,0,0,1/8/2014
00:00.0,Pennsylvania,Philadelphia,27,77,6,3,2,2,2,13,0,0,0,1/9/2014
00:00.0,Pennsylvania,Philadelphia,27,78,6,3,2,2,2,13,0,0,0,1/9/2014
00:00.0,Pennsylvania,Scranton,27,79,7,3,2,2,2,13,0,0,0,1/9/2014
00:00.0,Pennsylvania,Philadelphia,27,80,7,3,2,2,2,13,0,0,0,1/9/2014
00:00.0,Pennsylvania,Philadelphia,28,80,7,3,2,2,2,13,0,0,0,1/10/2014
00:00.0,Pennsylvania,Pottstown,28,80,8,3,2,2,2,13,0,0,0,1/10/2014
00:00.0,Pennsylvania,Philadelphia,28,81,8,3,2,2,2,13,0,0,0,1/10/2014
00:00.0,Pennsylvania,Pittsburgh,28,81,9,3,2,2,2,13,0,0,0,1/10/2014
00:00.0,Pennsylvania,Philadelphia,28,82,9,3,2,2,2,13,0,0,0,1/10/2014
00:00.0,Pennsylvania,Pittsburgh,28,83,9,3,2,2,2,13,0,0,0,1/10/2014
00:00.0,Pennsylvania,Philadelphia,28,84,9,3,2,2,2,13,0,0,0,1/10/2014
00:00.0,Pennsylvania,Philadelphia,28,85,10,3,2,2,2,13,0,0,0,1/11/2014
00:00.0,Pennsylvania,Philadelphia,28,86,10,3,2,2,2,13,0,0,0,1/11/2014
00:00.0,Pennsylvania,Duncannon,30,86,10,3,2,2,2,13,0,0,1,1/11/2014
00:00.0,Pennsylvania,Warminster,30,86,11,3,2,2,2,13,0,0,1,1/11/2014
00:00.0,Pennsylvania,Harrisburg,31,86,11,3,2,2,2,13,0,0,1,1/11/2014
00:00.0,Pennsylvania,Scranton,31,87,11,3,2,2,2,13,0,0,1,1/11/2014
00:00.0,Pennsylvania,Lancaster,31,88,11,3,2,2,2,13,0,0,1,1/11/2014
00:00.0,Pennsylvania,Philadelphia,31,90,11,3,2,2,2,13,0,0,1,1/11/2014
00:00.0,Pennsylvania,Harrisburg,32,90,11,3,2,2,2,13,0,0,1,1/11/2014
00:00.0,Pennsylvania,Reading,32,91,11,3,2,2,2,13,0,0,1,1/11/2014
00:00.0,Pennsylvania,Columbia,32,91,11,3,2,2,2,13,0,0,1,1/12/2014
00:00.0,Pennsylvania,Carlisle,32,91,12,3,2,2,2,13,0,0,1,1/12/2014
00:00.0,Pennsylvania,Philadelphia,32,92,12,3,2,2,2,13,0,0,1,1/12/2014
00:00.0,Pennsylvania,Philadelphia,32,93,12,3,2,2,2,13,0,0,1,1/12/2014
00:00.0,Pennsylvania,Philadelphia,33,93,12,3,2,2,2,13,0,0,1,1/12/2014
00:00.0,Pennsylvania,Chester,34,94,13,3,2,2,2,13,0,0,1,1/12/2014
00:00.0,Pennsylvania,Wayne,36,94,13,3,2,2,2,13,0,0,2,1/12/2014
00:00.0,Pennsylvania,Collingdale,36,96,13,3,2,2,2,13,0,0,2,1/12/2014
00:00.0,Pennsylvania,Johnstown,36,97,13,3,2,2,2,13,0,0,2,1/12/2014
00:00.0,Pennsylvania,Philadelphia,36,98,13,3,2,2,2,13,0,0,2,1/13/2014
00:00.0,Pennsylvania,Stroudsburg,37,98,13,4,2,2,2,13,0,0,2,1/13/2014
00:00.0,Pennsylvania,Philadelphia,37,99,13,4,2,2,2,13,0,0,2,1/13/2014
00:00.0,Pennsylvania,Philadelphia,37,99,13,4,2,2,2,13,0,0,2,1/13/2014
00:00.0,Pennsylvania,New Salem,37,100,14,4,2,2,2,13,0,0,2,1/13/2014
00:00.0,Pennsylvania,New Milford,37,101,14,4,3,2,2,13,0,0,2,1/13/2014
00:00.0,Pennsylvania,Reading,37,102,14,4,3,2,2,13,0,0,2,1/13/2014
00:00.0,Pennsylvania,Lancaster,37,103,14,4,3,2,2,13,0,0,2,1/13/2014
00:00.0,Pennsylvania,Philadelphia,38,103,14,4,3,2,2,13,0,0,2,1/13/2014
00:00.0,Pennsylvania,Philadelphia,38,103,15,4,3,2,2,13,0,0,2,1/13/2014
00:00.0,Pennsylvania,Philadelphia,38,104,15,4,3,2,2,13,0,0,2,1/13/2014
00:00.0,Pennsylvania,Swissvale,38,105,15,4,3,2,2,13,0,0,2,1/13/2014
00:00.0,Pennsylvania,Philadelphia,39,105,15,4,3,2,2,13,0,0,2,1/13/2014
00:00.0,Pennsylvania,Philadelphia,40,105,15,4,3,2,2,13,0,0,2,1/13/2014
00:00.0,Pennsylvania,Philadelphia,40,106,15,4,4,2,2,13,0,0,2,1/14/2014
00:00.0,Pennsylvania,Jeannette,40,107,15,4,4,2,2,13,0,0,2,1/14/2014
00:00.0,Pennsylvania,Stroudsburg,41,107,15,4,4,2,2,13,0,0,2,1/14/2014
00:00.0,Pennsylvania,Philadelphia,41,107,16,4,4,2,2,13,0,0,2,1/14/2014
00:00.0,Pennsylvania,Pittsburgh (Crafton),43,107,16,4,4,3,2,13,0,0,3,1/15/2014
00:00.0,Pennsylvania,Philadelphia,44,107,16,4,4,3,2,13,0,0,3,1/15/2014
00:00.0,Pennsylvania,East Freedom,44,107,16,4,4,3,2,13,0,0,3,1/15/2014
00:00.0,Pennsylvania,Philadelphia,44,107,16,4,4,3,2,13,0,0,3,1/15/2014
00:00.0,Pennsylvania,Clifton Township,44,107,16,4,5,3,2,13,0,0,3,1/15/2014
00:00.0,Pennsylvania,Connellsville,44,107,17,4,5,3,2,13,0,0,3,1/15/2014
00:00.0,Pennsylvania,Allentown,45,108,18,4,5,3,2,13,0,0,3,1/15/2014
00:00.0,Pennsylvania,Philadelphia,45,109,18,4,5,3,2,13,0,0,3,1/15/2014
00:00.0,Pennsylvania,Plains Township,45,109,19,4,5,3,2,13,0,0,3,1/16/2014
00:00.0,Pennsylvania,Wattsburg,46,109,19,4,5,3,2,13,0,0,4,1/16/2014
00:00.0,Pennsylvania,Homewood,47,109,19,4,5,3,2,13,0,0,4,1/16/2014
00:00.0,Pennsylvania,Philadelphia,48,109,19,4,5,3,2,13,0,0,4,1/17/2014
00:00.0,Pennsylvania,Philadelphia,48,110,19,4,5,3,2,13,0,0,4,1/17/2014
00:00.0,Pennsylvania,Biglerville,48,111,19,4,5,3,2,13,0,0,4,1/17/2014
00:00.0,Pennsylvania,Philadelphia,48,112,19,4,5,3,2,13,0,0,4,1/17/2014
00:00.0,Pennsylvania,Wilson,48,113,20,4,5,3,2,13,0,0,4,1/17/2014
00:00.0,Pennsylvania,Philadelphia,48,114,20,4,5,3,2,13,0,0,4,1/17/2014
00:00.0,Pennsylvania,Williamsport,48,114,21,4,5,3,2,13,0,0,4,1/17/2014
00:00.0,Pennsylvania,Philadelphia,49,114,21,4,5,3,2,13,0,0,4,1/17/2014
00:00.0,Pennsylvania,Wilkes-Barre,49,114,22,4,5,3,2,13,0,0,4,1/17/2014
00:00.0,Pennsylvania,Ashley,49,114,22,4,5,3,2,13,0,0,4,1/17/2014
00:00.0,Pennsylvania,Pittsburgh,49,115,22,4,5,3,2,13,0,0,4,1/17/2014
00:00.0,Pennsylvania,Philadelphia,50,115,22,4,5,3,2,13,0,0,4,1/17/2014
00:00.0,Pennsylvania,Philadelphia,50,116,22,4,5,3,2,13,0,0,4,1/17/2014
00:00.0,Pennsylvania,Arendtsville,50,117,22,4,5,3,2,13,0,0,4,1/17/2014
00:00.0,Pennsylvania,Philadelphia,50,119,22,4,5,3,2,13,0,0,4,1/17/2014
00:00.0,Pennsylvania,Philadelphia,50,120,22,4,5,3,2,13,0,0,4,1/18/2014
00:00.0,Pennsylvania,Philadelphia,51,120,22,4,5,3,2,13,0,0,4,1/18/2014
00:00.0,Pennsylvania,Philadelphia,51,120,22,4,5,3,2,13,0,0,4,1/18/2014
00:00.0,Pennsylvania,Wilkes-Barre,51,120,23,4,5,3,2,13,0,0,4,1/18/2014
00:00.0,Pennsylvania,Uniontown,51,121,23,4,5,3,2,13,0,0,4,1/18/2014
00:00.0,Pennsylvania,Shippensburg,51,121,24,4,5,3,2,13,0,0,4,1/18/2014
00:00.0,Pennsylvania,Philadelphia,51,123,24,4,5,3,2,13,0,0,4,1/18/2014
00:00.0,Pennsylvania,Harrisburg,52,123,24,4,5,3,2,13,0,0,4,1/18/2014
00:00.0,Pennsylvania,Erie,52,126,24,4,6,3,2,13,0,0,4,1/18/2014
00:00.0,Pennsylvania,Shenandoah,53,126,24,4,6,3,2,13,0,0,4,1/18/2014
00:00.0,Pennsylvania,Hempfield,54,126,24,4,6,3,2,13,0,0,4,1/19/2014
00:00.0,Pennsylvania,Philadelphia,54,127,24,4,6,3,2,13,0,0,4,1/19/2014
00:00.0,Pennsylvania,Dilliner,54,127,24,4,6,3,2,13,0,0,4,1/19/2014
00:00.0,Pennsylvania,Wilkes-Barre,54,127,25,4,6,3,2,13,0,0,4,1/19/2014
00:00.0,Pennsylvania,Philadelphia,54,128,25,4,6,3,2,13,0,0,4,1/19/2014
00:00.0,Pennsylvania,Easton,54,128,25,4,6,3,2,13,0,0,4,1/19/2014
00:00.0,Pennsylvania,Philadelphia,56,128,25,4,6,3,2,13,0,0,4,1/19/2014
00:00.0,Pennsylvania,Philadelphia,57,128,26,4,6,3,2,13,0,0,4,1/19/2014
00:00.0,Pennsylvania,Scranton,57,128,27,4,6,3,2,13,0,0,4,1/20/2014
00:00.0,Pennsylvania,Pittsburgh,58,128,27,4,6,3,2,13,0,0,4,1/20/2014
00:00.0,Pennsylvania,Philadelphia,59,128,28,4,6,3,2,13,0,0,4,1/20/2014
00:00.0,Pennsylvania,Chester,59,129,28,4,6,3,2,13,0,0,4,1/20/2014
00:00.0,Pennsylvania,Philadelphia,59,130,28,4,6,3,2,13,0,0,4,1/20/2014
00:00.0,Pennsylvania,Hempfield,60,130,28,4,6,3,2,13,0,0,4,1/21/2014
00:00.0,Pennsylvania,Red Lion,62,130,28,4,6,4,2,13,0,0,5,1/21/2014
00:00.0,Pennsylvania,Philadelphia,62,131,28,4,6,4,2,13,0,0,5,1/21/2014
00:00.0,Pennsylvania,Philadelphia,63,131,28,4,6,4,2,13,0,0,5,1/21/2014
00:00.0,Pennsylvania,Philadelphia,63,131,28,4,6,4,2,13,0,0,5,1/21/2014
00:00.0,Pennsylvania,Oley,64,131,28,4,6,4,2,13,0,0,5,1/22/2014
00:00.0,Pennsylvania,Philadelphia,64,132,28,4,6,4,2,13,0,0,5,1/22/2014
00:00.0,Pennsylvania,Easton,64,133,28,4,6,4,2,13,0,0,5,1/22/2014
00:00.0,Pennsylvania,Pittsburgh,65,134,28,4,6,4,2,13,0,0,5,1/23/2014
00:00.0,Pennsylvania,Philadelphia,65,134,29,4,6,4,2,13,0,0,5,1/23/2014
00:00.0,Pennsylvania,Pittsburgh,67,134,29,4,6,4,2,13,0,0,5,1/23/2014
00:00.0,Pennsylvania,Pittsburgh,69,134,29,4,6,4,2,13,0,0,5,1/23/2014
00:00.0,Pennsylvania,Philadelphia,69,134,29,4,7,4,2,13,0,0,5,1/24/2014
00:00.0,Pennsylvania,Harrisburg,69,134,30,4,7,4,2,13,0,0,5,1/24/2014
00:00.0,Pennsylvania,Allentown,69,135,31,4,7,4,2,13,0,0,5,1/24/2014
00:00.0,Pennsylvania,Philadelphia,69,136,31,4,7,4,2,13,0,0,5,1/24/2014
00:00.0,Pennsylvania,Philadelphia,70,136,31,4,7,4,2,13,0,0,5,1/24/2014
00:00.0,Pennsylvania,Ebensburg,70,136,31,4,7,4,2,13,0,0,5,1/24/2014
00:00.0,Pennsylvania,Johnstown,71,137,31,4,7,4,2,13,0,0,5,1/25/2014
00:00.0,Pennsylvania,Easton,71,137,32,4,7,4,2,13,0,0,5,1/25/2014
00:00.0,Pennsylvania,Pittsburgh,71,137,33,4,7,4,2,13,0,0,5,1/25/2014
00:00.0,Pennsylvania,Scranton,71,137,33,4,7,4,2,13,0,0,5,1/25/2014
00:00.0,Pennsylvania,Philadelphia,71,137,33,4,7,4,2,13,0,0,5,1/25/2014
00:00.0,Pennsylvania,Philadelphia,71,138,33,4,7,4,2,13,0,0,5,1/25/2014
00:00.0,Pennsylvania,Philadelphia,71,139,33,4,7,4,2,13,0,0,5,1/25/2014
00:00.0,Pennsylvania,Philadelphia,71,140,33,4,7,4,2,13,0,0,5,1/25/2014
00:00.0,Pennsylvania,Pittsburgh,71,140,33,4,7,4,2,13,0,0,5,1/26/2014
00:00.0,Pennsylvania,Altoona,71,140,33,4,7,4,2,13,0,0,5,1/26/2014
00:00.0,Pennsylvania,Philadelphia,72,140,33,4,7,4,2,13,0,0,5,1/26/2014
00:00.0,Pennsylvania,Duryea,72,140,34,4,7,4,2,13,0,0,5,1/26/2014
00:00.0,Pennsylvania,Chambersburg,72,140,34,4,7,4,2,13,0,0,5,1/26/2014
00:00.0,Pennsylvania,Philadelphia,72,142,34,4,7,4,2,13,0,0,5,1/27/2014
00:00.0,Pennsylvania,Penn Hills,73,142,34,4,7,4,2,13,0,0,5,1/27/2014
00:00.0,Pennsylvania,Philadelphia,73,143,34,4,7,4,2,13,0,0,5,1/27/2014
00:00.0,Pennsylvania,Philadelphia,73,143,34,4,7,4,2,13,0,0,5,1/27/2014
00:00.0,Pennsylvania,Mckeesport,74,143,34,4,7,4,2,13,0,0,5,1/27/2014
00:00.0,Pennsylvania,Lancaster,74,143,34,4,7,4,2,13,0,0,5,1/27/2014
00:00.0,Pennsylvania,Lancaster,74,143,34,4,7,4,2,13,0,0,5,1/27/2014
00:00.0,Pennsylvania,Philadelphia,74,144,34,4,7,4,2,13,0,0,5,1/27/2014
00:00.0,Pennsylvania,Lebanon,74,144,35,4,7,4,2,13,0,0,5,1/27/2014
00:00.0,Pennsylvania,Philadelphia,74,145,35,4,7,4,2,13,0,0,5,1/28/2014
00:00.0,Pennsylvania,Easton,74,145,36,4,7,4,2,13,0,0,5,1/28/2014
00:00.0,Pennsylvania,Allentown,74,146,36,4,7,4,2,13,0,0,5,1/28/2014
00:00.0,Pennsylvania,Easton,74,146,37,4,7,4,2,13,0,0,5,1/28/2014
00:00.0,Pennsylvania,Lancaster,74,147,37,4,7,4,2,13,0,0,5,1/28/2014
00:00.0,Pennsylvania,Indiana,74,147,37,4,7,4,2,13,0,0,5,1/28/2014
00:00.0,Pennsylvania,Philadelphia,74,148,37,4,7,4,2,13,0,0,5,1/28/2014
00:00.0,Pennsylvania,Moosic,74,148,37,4,7,4,2,13,0,0,5,1/28/2014
00:00.0,Pennsylvania,Philadelphia,74,149,37,4,7,4,2,13,0,0,5,1/28/2014
00:00.0,Pennsylvania,Philadelphia,74,150,37,4,7,4,2,13,0,0,5,1/28/2014
00:00.0,Pennsylvania,Philadelphia,75,150,37,4,7,4,2,13,0,0,5,1/29/2014
00:00.0,Pennsylvania,Coopersburg,75,151,37,4,7,4,2,13,0,0,5,1/29/2014
00:00.0,Pennsylvania,Indiana,75,152,37,4,7,4,3,13,0,0,5,1/30/2014
00:00.0,Pennsylvania,New Castle,76,152,37,4,7,4,3,13,0,0,5,1/30/2014
00:00.0,Pennsylvania,New Castle,77,152,37,4,7,4,3,13,0,0,5,1/30/2014
00:00.0,Pennsylvania,Scranton,77,152,38,4,7,4,3,13,0,0,5,1/30/2014
00:00.0,Pennsylvania,Pittsburgh,77,152,38,4,7,4,3,13,0,0,5,1/30/2014
00:00.0,Pennsylvania,Philadelphia,77,152,38,4,7,4,3,13,0,0,5,1/30/2014
00:00.0,Pennsylvania,Philadelphia,77,154,38,4,7,4,3,13,0,0,5,1/30/2014
00:00.0,Pennsylvania,Bethel Park,77,154,39,4,7,4,3,13,0,0,5,1/30/2014
00:00.0,Pennsylvania,Philadelphia,77,155,39,4,7,4,3,13,0,0,5,1/30/2014
00:00.0,Pennsylvania,Philadelphia,77,156,39,4,8,4,3,13,0,0,5,1/30/2014
00:00.0,Pennsylvania,Philadelphia,77,157,39,4,8,4,3,13,0,0,5,1/31/2014
00:00.0,Pennsylvania,Chambersburg,77,157,39,4,8,4,3,13,0,0,5,1/31/2014
00:00.0,Pennsylvania,Girardville,77,158,39,4,8,4,3,13,0,0,5,1/31/2014
00:00.0,Pennsylvania,Lebanon,77,159,39,4,8,4,3,13,0,0,5,1/31/2014
00:00.0,Pennsylvania,Scranton,77,159,40,4,8,4,3,13,0,0,5,1/31/2014
00:00.0,Pennsylvania,Plymouth,77,159,41,4,8,4,3,13,0,0,5,1/31/2014
00:00.0,Pennsylvania,Philadelphia,77,161,41,4,8,4,3,13,0,0,5,1/31/2014
00:00.0,Pennsylvania,Philadelphia,77,162,41,4,8,4,3,13,0,0,5,1/31/2014
00:00.0,Pennsylvania,Altoona,77,162,41,4,8,4,3,13,0,0,5,1/31/2014
00:00.0,Pennsylvania,Philadelphia,77,163,41,4,8,4,3,13,0,0,5,1/31/2014
00:00.0,Pennsylvania,Honey Brook,78,164,41,4,8,4,3,13,0,0,6,2/1/2014
00:00.0,Pennsylvania,Chester,79,165,41,4,8,4,3,13,0,0,6,2/1/2014
00:00.0,Pennsylvania,Harrisburg,79,166,41,4,8,4,3,13,0,0,6,2/1/2014
00:00.0,Pennsylvania,Philadelphia,79,166,41,4,8,4,3,13,0,0,6,2/1/2014
00:00.0,Pennsylvania,Philadelphia,79,166,41,4,8,4,3,13,0,0,6,2/1/2014
00:00.0,Pennsylvania,Philadelphia,79,167,41,4,8,4,3,13,0,0,6,2/1/2014
00:00.0,Pennsylvania,Lancaster,79,167,42,4,8,4,3,13,0,0,6,2/1/2014
00:00.0,Pennsylvania,Pittsburgh,79,168,42,4,8,4,3,13,0,0,6,2/1/2014
00:00.0,Pennsylvania,Philadelphia,80,168,42,4,8,4,3,13,0,0,6,2/2/2014
00:00.0,Pennsylvania,Philadelphia,81,169,42,4,8,4,3,13,0,0,6,2/2/2014
00:00.0,Pennsylvania,Philadelphia,82,169,42,4,8,4,3,13,0,0,6,2/2/2014
00:00.0,Pennsylvania,Hazleton,83,170,42,4,8,4,3,13,0,0,6,2/2/2014
00:00.0,Pennsylvania,Philadelphia,83,170,42,4,9,4,3,13,0,0,6,2/2/2014
00:00.0,Pennsylvania,Philadelphia,84,171,42,4,9,4,3,13,0,0,6,2/2/2014
00:00.0,Pennsylvania,Scottdale,84,172,42,4,9,4,3,13,0,0,6,2/2/2014
00:00.0,Pennsylvania,Marysville,84,172,42,4,9,4,3,13,0,0,6,2/2/2014
00:00.0,Pennsylvania,Montgomery County,84,173,42,4,9,4,3,13,0,0,6,2/2/2014
00:00.0,Pennsylvania,Philadelphia,84,174,42,4,9,4,3,13,0,0,6,2/3/2014
00:00.0,Pennsylvania,Philadelphia,84,174,42,4,10,4,3,13,0,0,6,2/3/2014
00:00.0,Pennsylvania,York,84,175,42,4,10,4,3,13,0,0,6,2/3/2014
00:00.0,Pennsylvania,Philadelphia,84,176,42,4,10,4,3,13,0,0,6,2/3/2014
00:00.0,Pennsylvania,Philadelphia,84,177,42,4,10,4,3,13,0,0,6,2/3/2014
00:00.0,Pennsylvania,Philadelphia,84,177,42,4,10,4,3,13,0,0,6,2/3/2014
00:00.0,Pennsylvania,Philadelphia,84,177,42,4,10,4,3,13,0,0,6,2/3/2014
00:00.0,Pennsylvania,Philadelphia,84,178,42,4,10,4,3,13,0,0,6,2/3/2014
00:00.0,Pennsylvania,Philadelphia,84,179,42,4,10,4,3,13,0,0,6,2/3/2014
00:00.0,Pennsylvania,Philadelphia,84,180,42,4,10,4,3,13,0,0,6,2/3/2014
00:00.0,Pennsylvania,Catasauqua,84,180,42,4,10,4,3,13,0,0,6,2/4/2014
00:00.0,Pennsylvania,Philadelphia,85,180,42,4,10,4,3,13,0,0,6,2/4/2014
00:00.0,Pennsylvania,Pittsburgh,85,180,42,4,10,4,3,13,0,0,6,2/4/2014
00:00.0,Pennsylvania,Catasauqua,85,180,42,4,10,4,3,13,0,0,6,2/4/2014
00:00.0,Pennsylvania,Wilkes-Barre,85,180,42,4,10,4,3,13,0,0,6,2/4/2014
00:00.0,Pennsylvania,Tioga,85,180,42,4,10,4,3,13,0,0,6,2/5/2014
00:00.0,Pennsylvania,Stroudsburg,87,180,42,4,10,4,3,13,0,0,7,2/5/2014
00:00.0,Pennsylvania,Philadelphia,87,181,42,4,10,4,3,13,0,0,7,2/5/2014
00:00.0,Pennsylvania,Philadelphia,89,181,42,4,10,4,3,13,0,0,8,2/5/2014
00:00.0,Pennsylvania,Philadelphia,90,181,42,4,10,4,3,13,0,0,8,2/5/2014
00:00.0,Pennsylvania,Philadelphia,90,182,42,4,10,4,3,13,0,0,8,2/5/2014
00:00.0,Pennsylvania,Lancaster,90,182,42,4,10,4,3,13,0,0,8,2/6/2014
00:00.0,Pennsylvania,Lebanon,90,182,43,4,10,4,3,13,0,0,8,2/6/2014
00:00.0,Pennsylvania,Philadelphia,90,183,43,4,10,4,3,13,0,0,8,2/6/2014
00:00.0,Pennsylvania,Pittsburgh,92,183,43,4,10,4,3,13,0,0,8,2/7/2014
00:00.0,Pennsylvania,Harrisburg,92,185,44,4,10,4,3,13,0,0,8,2/7/2014
00:00.0,Pennsylvania,Allentown,92,186,44,4,10,4,3,13,0,0,8,2/7/2014
00:00.0,Pennsylvania,Philadelphia,92,187,44,4,10,4,3,13,0,0,8,2/8/2014
00:00.0,Pennsylvania,York,92,187,44,4,10,4,3,13,0,0,8,2/8/2014
00:00.0,Pennsylvania,Shamokin,92,188,44,4,10,4,3,13,0,0,8,2/8/2014
00:00.0,Pennsylvania,Lancaster,92,189,45,4,10,4,3,13,0,0,8,2/9/2014
00:00.0,Pennsylvania,Lancaster,92,190,45,4,10,4,3,13,0,0,8,2/9/2014
00:00.0,Pennsylvania,Pittsburgh,92,191,45,4,10,4,3,13,0,0,8,2/9/2014
00:00.0,Pennsylvania,Scranton,92,192,46,4,10,4,3,13,0,0,8,2/9/2014
00:00.0,Pennsylvania,Harrisburg,92,192,47,4,10,4,3,13,0,0,8,2/9/2014
00:00.0,Pennsylvania,Pittsburgh,93,192,47,4,10,4,3,13,0,0,8,2/10/2014
00:00.0,Pennsylvania,Philadelphia,93,192,47,4,10,4,3,13,0,0,8,2/10/2014
