datetime,state,city_or_county,rolling_death_count,rolling_injured_count,rolling_armed_robbery_count,rolling_gang_involvement_count,rolling_home_invasion_count,rolling_domestic_violence_count,rolling_road_rage_count,rolling_mass_shooting_count,rolling_teen_incident_count,rolling_drug_raid_count,rolling_suicide_count,date
00:00.0,Pennsylvania,Hazleton,81,209,76,3,22,5,5,1,0,1,9,7/19/2014
00:00.0,Pennsylvania,Philadelphia,81,209,76,3,22,5,5,1,0,1,9,7/20/2014
00:00.0,Pennsylvania,Carlisle,81,208,76,3,22,5,5,1,0,1,9,7/20/2014
00:00.0,Pennsylvania,Middletown,81,206,76,3,22,5,5,1,0,1,9,7/20/2014
00:00.0,Pennsylvania,Philadelphia,80,206,76,3,22,5,5,1,0,1,9,7/20/2014
00:00.0,Pennsylvania,Apollo,80,206,76,3,22,5,5,1,0,1,9,7/20/2014
00:00.0,Pennsylvania,Seward,81,205,76,3,22,5,5,1,0,1,9,7/20/2014
00:00.0,Pennsylvania,Philadelphia,82,205,76,3,21,5,5,1,0,1,9,7/20/2014
00:00.0,Pennsylvania,Lancaster,81,205,76,3,21,4,5,1,0,1,9,7/20/2014
00:00.0,Pennsylvania,Easton,80,206,76,3,21,4,5,1,0,1,9,7/20/2014
00:00.0,Pennsylvania,Apollo,80,205,77,3,21,4,5,1,0,1,9,7/20/2014
00:00.0,Pennsylvania,Ellwood City,81,206,77,3,21,5,5,1,0,1,9,7/20/2014
00:00.0,Pennsylvania,Philadelphia,81,207,77,3,21,5,5,1,0,1,9,7/20/2014
00:00.0,Pennsylvania,Hazle Township,81,206,78,3,21,5,5,1,0,1,9,7/20/2014
00:00.0,Pennsylvania,Mount Oliver,80,207,78,3,21,5,5,1,0,1,9,7/20/2014
00:00.0,Pennsylvania,Philadelphia,80,208,77,3,21,5,5,1,0,1,9,7/21/2014
00:00.0,Pennsylvania,Philadelphia,79,210,77,3,21,5,5,1,0,1,9,7/21/2014
00:00.0,Pennsylvania,Lebanon,79,209,78,3,21,5,5,1,0,1,9,7/21/2014
00:00.0,Pennsylvania,Philadelphia,79,209,78,3,21,5,5,1,0,1,9,7/21/2014
00:00.0,Pennsylvania,Philadelphia,79,209,78,3,21,5,5,1,0,1,9,7/21/2014
00:00.0,Pennsylvania,Philadelphia,78,210,78,3,21,5,5,1,0,1,9,7/21/2014
00:00.0,Pennsylvania,Philadelphia,78,211,78,3,21,5,5,1,0,1,9,7/21/2014
00:00.0,Pennsylvania,Philadelphia,78,212,78,3,21,5,5,1,0,1,9,7/21/2014
00:00.0,Pennsylvania,Philadelphia,78,211,79,3,21,5,5,1,0,1,9,7/22/2014
00:00.0,Pennsylvania,Penbrook,78,211,79,3,21,5,5,1,0,1,9,7/22/2014
00:00.0,Pennsylvania,Philadelphia,78,211,79,3,22,5,5,1,0,1,9,7/22/2014
00:00.0,Pennsylvania,Sharon,78,211,79,3,22,5,5,1,0,1,9,7/22/2014
00:00.0,Pennsylvania,King Of Prussia,78,210,80,3,23,5,5,1,0,1,9,7/22/2014
00:00.0,Pennsylvania,Pittsburgh,79,211,80,3,23,5,5,1,0,1,9,7/22/2014
00:00.0,Pennsylvania,Philadelphia,79,212,80,3,23,5,5,1,0,1,9,7/22/2014
00:00.0,Pennsylvania,Swissvale,79,213,80,3,23,5,5,1,0,1,9,7/22/2014
00:00.0,Pennsylvania,Philadelphia,79,213,80,3,23,5,5,1,0,1,9,7/22/2014
00:00.0,Pennsylvania,Shenandoah,79,212,81,3,23,5,5,1,0,1,9,7/22/2014
00:00.0,Pennsylvania,Philadelphia,78,214,81,3,23,5,5,1,0,1,9,7/22/2014
00:00.0,Pennsylvania,Carrick,79,215,81,3,24,5,5,1,0,1,9,7/22/2014
00:00.0,Pennsylvania,Philadelphia,79,216,81,3,24,5,5,1,0,1,9,7/22/2014
00:00.0,Pennsylvania,Philadelphia,79,217,81,3,24,5,5,1,0,1,9,7/22/2014
00:00.0,Pennsylvania,York,79,217,81,3,24,5,5,1,0,1,9,7/22/2014
00:00.0,Pennsylvania,Upper Merion,78,217,82,3,25,5,5,1,0,1,9,7/22/2014
00:00.0,Pennsylvania,Philadelphia,77,218,82,3,25,5,5,1,0,1,9,7/23/2014
00:00.0,Pennsylvania,Rankin,77,217,82,3,24,5,5,1,0,1,9,7/23/2014
00:00.0,Pennsylvania,Pittsburgh,77,217,82,3,24,5,5,1,0,1,9,7/23/2014
00:00.0,Pennsylvania,Philadelphia,76,217,82,3,24,5,4,1,0,1,9,7/23/2014
00:00.0,Pennsylvania,Braddock,76,220,82,3,24,5,4,2,0,1,9,7/23/2014
00:00.0,Pennsylvania,Rankin,76,221,82,3,24,5,4,2,0,0,9,7/23/2014
00:00.0,Pennsylvania,Altoona,76,221,82,3,24,5,4,2,0,0,9,7/23/2014
00:00.0,Pennsylvania,Palmyra,77,220,82,3,24,5,4,2,0,0,9,7/23/2014
00:00.0,Pennsylvania,Johnstown,77,221,81,3,24,5,4,2,0,0,9,7/24/2014
00:00.0,Pennsylvania,Espy,77,223,80,3,25,5,4,2,0,0,9,7/24/2014
00:00.0,Pennsylvania,Coplay,77,224,80,3,25,5,4,2,0,0,9,7/24/2014
00:00.0,Pennsylvania,Philadelphia,77,224,80,3,25,4,4,2,0,0,9,7/24/2014
00:00.0,Pennsylvania,Philadelphia,77,224,80,3,25,4,4,2,0,0,9,7/24/2014
00:00.0,Pennsylvania,Philadelphia,77,224,80,3,25,4,4,2,0,0,9,7/24/2014
00:00.0,Pennsylvania,Pittsburgh,77,223,80,3,25,4,4,2,0,0,9,7/24/2014
00:00.0,Pennsylvania,New Castle,77,223,80,3,25,4,4,2,0,0,9,7/24/2014
00:00.0,Pennsylvania,Darby,78,224,80,3,25,4,4,2,0,0,9,7/24/2014
00:00.0,Pennsylvania,Allentown,78,223,81,3,26,4,4,2,0,0,9,7/24/2014
00:00.0,Pennsylvania,Columbia County,78,225,81,3,27,4,4,2,0,0,9,7/24/2014
00:00.0,Pennsylvania,New Castle,78,225,80,3,27,4,4,2,0,0,9,7/24/2014
00:00.0,Pennsylvania,Bethlehem,77,224,81,3,27,4,4,2,0,0,9,7/24/2014
00:00.0,Pennsylvania,Philadelphia,77,224,81,3,27,4,4,2,0,0,9,7/25/2014
00:00.0,Pennsylvania,Roscoe,76,225,80,3,26,4,4,2,0,0,9,7/25/2014
00:00.0,Pennsylvania,East Stroudsburg,76,225,80,3,27,4,4,2,0,0,9,7/25/2014
00:00.0,Pennsylvania,Philadelphia,76,226,79,3,27,4,4,2,0,0,9,7/25/2014
00:00.0,Pennsylvania,New Castle,74,226,80,3,27,4,4,2,0,0,8,7/25/2014
00:00.0,Pennsylvania,Hatboro,74,225,81,3,27,4,4,2,0,0,8,7/25/2014
00:00.0,Pennsylvania,Lancaster,74,226,80,3,27,4,4,2,0,0,8,7/26/2014
00:00.0,Pennsylvania,Mc Kees Rocks (Mckees Rocks),75,225,81,3,28,4,4,2,0,0,8,7/26/2014
00:00.0,Pennsylvania,Crum Lynne,77,226,81,3,28,4,4,2,0,0,9,7/26/2014
00:00.0,Pennsylvania,Philadelphia,77,227,80,3,28,4,4,2,0,0,9,7/26/2014
00:00.0,Pennsylvania,Philadelphia,77,227,80,3,28,4,4,2,0,0,9,7/26/2014
00:00.0,Pennsylvania,Mckeesport,77,229,81,3,29,4,4,2,0,0,9,7/27/2014
00:00.0,Pennsylvania,Philadelphia,77,230,80,3,29,4,4,2,0,0,9,7/27/2014
00:00.0,Pennsylvania,Wilkes-barre,77,231,80,3,29,4,3,2,0,0,9,7/27/2014
00:00.0,Pennsylvania,Pittsburgh,77,230,79,3,29,4,3,2,0,0,9,7/27/2014
00:00.0,Pennsylvania,Pittsburgh,77,229,79,3,29,4,3,2,0,0,9,7/27/2014
00:00.0,Pennsylvania,Philadelphia,77,229,79,3,29,4,3,2,0,0,9,7/27/2014
00:00.0,Pennsylvania,Norristown,78,229,78,3,29,4,3,2,0,0,9,7/28/2014
00:00.0,Pennsylvania,Philadelphia,79,233,78,3,29,4,3,3,0,0,9,7/28/2014
00:00.0,Pennsylvania,Philadelphia,79,234,78,3,29,4,3,3,0,0,9,7/28/2014
00:00.0,Pennsylvania,Philadelphia,79,235,77,3,29,4,3,3,0,0,9,7/28/2014
00:00.0,Pennsylvania,Scranton,78,235,78,3,29,4,3,3,0,0,9,7/29/2014
00:00.0,Pennsylvania,Wilkes Barre,77,235,79,3,29,4,3,3,0,0,9,7/29/2014
00:00.0,Pennsylvania,Philadelphia,77,235,79,3,29,4,3,3,0,0,9,7/29/2014
00:00.0,Pennsylvania,Belle Vernon,77,235,78,3,30,4,3,3,0,0,9,7/29/2014
00:00.0,Pennsylvania,Pittsburgh,77,234,78,3,30,4,3,3,0,0,9,7/29/2014
00:00.0,Pennsylvania,Lancaster,76,235,78,3,30,4,3,3,0,0,9,7/29/2014
00:00.0,Pennsylvania,West Hanover,75,234,78,3,30,3,3,3,0,0,8,7/30/2014
00:00.0,Pennsylvania,Harrisburg,75,232,78,3,30,3,3,3,0,0,8,7/30/2014
00:00.0,Pennsylvania,Philadelphia,75,233,77,3,30,3,3,3,0,0,8,7/30/2014
00:00.0,Pennsylvania,Pittsburgh,76,234,77,3,30,3,3,3,0,0,8,7/30/2014
00:00.0,Pennsylvania,Lower Paxton,74,234,77,3,30,3,3,3,0,0,7,7/30/2014
00:00.0,Pennsylvania,Philadelphia,74,235,76,3,29,3,3,3,0,0,7,7/30/2014
00:00.0,Pennsylvania,Lower Paxton,74,234,76,3,29,3,3,3,0,0,7,7/30/2014
00:00.0,Pennsylvania,Philadelphia,75,232,76,3,29,3,3,3,0,0,7,7/30/2014
00:00.0,Pennsylvania,Harrisburg,74,232,76,3,29,3,3,3,0,0,7,7/30/2014
00:00.0,Pennsylvania,Philadelphia,74,233,75,3,29,3,3,3,0,0,7,7/30/2014
00:00.0,Pennsylvania,Erie,76,233,75,3,29,3,3,3,0,0,8,7/31/2014
00:00.0,Pennsylvania,Pittsburgh,77,233,74,3,29,3,3,3,0,0,8,7/31/2014
00:00.0,Pennsylvania,Hazleton,77,232,74,3,29,3,3,3,0,0,8,7/31/2014
00:00.0,Pennsylvania,Hazleton,76,232,74,3,29,3,3,3,0,0,8,7/31/2014
00:00.0,Pennsylvania,Lebanon,76,231,75,3,29,2,3,3,0,0,8,7/31/2014
00:00.0,Pennsylvania,Hazleton,76,229,75,3,29,2,3,3,0,0,8,7/31/2014
00:00.0,Pennsylvania,Hazleton,76,229,75,3,29,2,3,3,0,0,8,7/31/2014
00:00.0,Pennsylvania,Chester,75,230,75,3,29,2,3,3,0,0,8,7/31/2014
00:00.0,Pennsylvania,Philadelphia,76,230,75,3,29,2,3,3,0,0,8,7/31/2014
00:00.0,Pennsylvania,Philadelphia,76,230,75,3,29,2,3,3,0,0,8,8/1/2014
00:00.0,Pennsylvania,Philadelphia,77,229,75,3,30,2,3,3,0,0,8,8/1/2014
00:00.0,Pennsylvania,Philadelphia,78,231,75,3,30,2,3,4,0,0,8,8/1/2014
00:00.0,Pennsylvania,Philadelphia,79,231,75,3,29,2,3,4,0,0,8,8/1/2014
00:00.0,Pennsylvania,Mckeesport,79,231,75,3,29,2,3,4,0,0,8,8/1/2014
00:00.0,Pennsylvania,York,79,229,75,3,29,2,3,4,0,0,8,8/1/2014
00:00.0,Pennsylvania,Pittsburgh,80,229,74,3,29,2,3,4,0,0,8,8/1/2014
00:00.0,Pennsylvania,Pittsburgh,80,230,74,3,29,2,3,4,0,0,8,8/1/2014
00:00.0,Pennsylvania,New Kensington,80,230,74,3,30,2,3,4,0,0,8,8/2/2014
00:00.0,Pennsylvania,Pittsburgh,81,234,73,3,30,2,3,5,0,0,8,8/2/2014
00:00.0,Pennsylvania,Philadelphia,81,235,73,3,30,2,3,5,0,0,8,8/2/2014
00:00.0,Pennsylvania,Allentown,81,234,73,3,30,2,4,5,0,0,8,8/2/2014
00:00.0,Pennsylvania,Lackawaxen,81,234,72,3,30,2,4,5,0,0,8,8/3/2014
00:00.0,Pennsylvania,New Cumberland,81,233,73,3,30,2,4,5,0,0,8,8/3/2014
00:00.0,Pennsylvania,Philadelphia,81,235,73,3,29,2,4,5,0,0,8,8/3/2014
00:00.0,Pennsylvania,Philadelphia,80,236,73,3,29,2,4,5,0,0,8,8/3/2014
00:00.0,Pennsylvania,Pittsburgh,79,237,73,3,29,2,4,5,0,0,8,8/4/2014
00:00.0,Pennsylvania,Philadelphia,80,236,73,3,29,2,4,5,0,0,8,8/4/2014
00:00.0,Pennsylvania,Lemoyne,80,235,74,3,29,2,4,5,0,0,8,8/4/2014
00:00.0,Pennsylvania,Carlisle,80,234,74,3,29,2,4,5,0,0,8,8/4/2014
00:00.0,Pennsylvania,Pine Grove,80,235,74,3,29,2,4,5,0,0,8,8/4/2014
00:00.0,Pennsylvania,Junedale,80,234,74,3,29,3,4,5,0,0,8,8/4/2014
00:00.0,Pennsylvania,Philadelphia,80,235,74,3,29,3,4,5,0,0,8,8/4/2014
00:00.0,Pennsylvania,Philadelphia,78,236,74,3,29,3,4,5,0,0,7,8/4/2014
00:00.0,Pennsylvania,Philadelphia,78,237,74,3,29,3,4,5,0,0,7,8/5/2014
00:00.0,Pennsylvania,East Lampeter,78,239,75,3,30,3,4,5,0,0,7,8/5/2014
00:00.0,Pennsylvania,Bethlehem,78,241,75,3,30,3,4,5,0,0,7,8/5/2014
00:00.0,Pennsylvania,Pittsburgh,77,241,75,3,30,3,4,5,0,0,7,8/5/2014
00:00.0,Pennsylvania,Pittsburgh,77,241,75,3,30,4,4,5,0,0,7,8/5/2014
00:00.0,Pennsylvania,Howard,77,241,74,3,29,4,4,5,0,0,7,8/6/2014
00:00.0,Pennsylvania,Wilkinsburg,78,239,74,3,29,4,4,5,0,0,7,8/6/2014
00:00.0,Pennsylvania,Carlisle,78,238,74,3,29,4,4,5,0,0,7,8/6/2014
00:00.0,Pennsylvania,Lancaster,78,238,74,3,29,4,4,5,0,0,7,8/6/2014
00:00.0,Pennsylvania,Pittsburgh,77,239,74,3,29,4,4,5,0,0,7,8/6/2014
00:00.0,Pennsylvania,Philadelphia,77,239,74,3,29,4,4,5,0,0,7,8/6/2014
00:00.0,Pennsylvania,Duquesne,78,238,74,3,29,4,4,5,0,0,7,8/6/2014
00:00.0,Pennsylvania,Kingston,78,236,74,3,29,4,5,5,0,0,7,8/6/2014
00:00.0,Pennsylvania,Pittsburgh,80,235,74,3,29,4,5,5,0,0,8,8/6/2014
00:00.0,Pennsylvania,Palo Alto,80,233,74,3,29,4,5,5,0,0,8,8/7/2014
00:00.0,Pennsylvania,Drexel Hill,81,232,74,3,29,5,5,5,0,0,8,8/7/2014
00:00.0,Pennsylvania,Philadelphia,81,233,74,3,28,5,5,5,0,0,8,8/7/2014
00:00.0,Pennsylvania,Philadelphia,81,234,74,3,28,5,5,5,0,0,8,8/7/2014
00:00.0,Pennsylvania,Philadelphia,81,234,74,3,28,5,5,5,0,0,8,8/7/2014
00:00.0,Pennsylvania,Abbott Township,81,234,74,3,28,5,5,5,0,0,8,8/7/2014
00:00.0,Pennsylvania,Harrisburg,81,233,74,3,28,5,5,5,0,0,8,8/8/2014
00:00.0,Pennsylvania,Pittsburgh,81,233,74,3,28,5,5,5,0,0,8,8/8/2014
00:00.0,Pennsylvania,Pittsburgh,81,232,74,3,28,5,5,5,0,0,8,8/8/2014
00:00.0,Pennsylvania,Butler Township,80,231,75,3,28,5,5,5,0,0,8,8/8/2014
00:00.0,Pennsylvania,Philadelphia,80,234,75,3,28,5,5,5,0,0,8,8/9/2014
00:00.0,Pennsylvania,York,79,235,75,3,28,5,5,5,0,0,8,8/9/2014
00:00.0,Pennsylvania,East Pennsboro,79,234,76,3,28,5,5,5,0,0,8,8/9/2014
00:00.0,Pennsylvania,Philadelphia,79,235,75,3,28,5,5,5,0,0,8,8/9/2014
00:00.0,Pennsylvania,Carlisle,79,235,74,3,28,5,5,5,0,0,8,8/9/2014
00:00.0,Pennsylvania,Pittsburgh,79,235,74,3,28,5,5,5,0,0,8,8/9/2014
00:00.0,Pennsylvania,Hazleton,79,234,74,3,28,5,5,5,0,0,8,8/9/2014
00:00.0,Pennsylvania,Seven Valleys,79,234,74,3,28,5,5,5,0,0,8,8/9/2014
00:00.0,Pennsylvania,Linden,78,234,75,3,28,5,5,5,0,0,8,8/10/2014
00:00.0,Pennsylvania,Philadelphia,78,235,75,3,28,5,5,5,0,0,8,8/10/2014
00:00.0,Pennsylvania,Philadelphia,78,236,74,3,28,5,5,5,0,0,8,8/10/2014
00:00.0,Pennsylvania,Pittsburgh,78,237,74,3,28,5,5,5,0,0,8,8/10/2014
00:00.0,Pennsylvania,Wilkes-barre,77,237,73,3,28,5,5,5,0,0,8,8/10/2014
00:00.0,Pennsylvania,Pittsburgh,76,237,72,3,29,5,5,5,0,0,8,8/10/2014
00:00.0,Pennsylvania,Lancaster,76,237,72,3,29,5,5,5,0,0,8,8/10/2014
00:00.0,Pennsylvania,Philadelphia,77,237,71,3,29,5,5,5,0,0,9,8/10/2014
00:00.0,Pennsylvania,Philadelphia,77,238,70,3,29,5,5,5,0,0,9,8/10/2014
00:00.0,Pennsylvania,Philadelphia,77,239,70,3,29,5,5,5,0,0,9,8/10/2014
00:00.0,Pennsylvania,Philadelphia,77,240,69,3,29,5,5,5,0,0,9,8/10/2014
00:00.0,Pennsylvania,Mckeesport,78,240,68,3,29,5,5,5,0,0,9,8/10/2014
00:00.0,Pennsylvania,Easton,78,240,67,3,29,5,5,5,0,0,9,8/11/2014
00:00.0,Pennsylvania,Easton,78,240,67,3,29,5,5,5,0,0,9,8/11/2014
00:00.0,Pennsylvania,Pottstown,78,240,67,3,29,5,5,5,0,0,9,8/12/2014
00:00.0,Pennsylvania,Philadelphia,78,241,66,3,29,5,5,5,0,0,9,8/12/2014
00:00.0,Pennsylvania,Mckeesport,78,241,66,3,29,5,5,5,0,0,9,8/12/2014
00:00.0,Pennsylvania,Hatfield,78,240,67,3,29,5,5,5,0,0,9,8/12/2014
00:00.0,Pennsylvania,Lancaster,77,240,67,3,29,5,5,5,0,0,9,8/12/2014
00:00.0,Pennsylvania,York,77,239,67,3,29,5,5,5,0,0,9,8/12/2014
00:00.0,Pennsylvania,Philadelphia,77,239,68,3,29,5,5,5,0,0,9,8/13/2014
00:00.0,Pennsylvania,Philadelphia,77,239,68,3,29,5,5,5,0,0,9,8/13/2014
00:00.0,Pennsylvania,Philadelphia,78,238,68,3,29,5,5,5,0,0,9,8/13/2014
00:00.0,Pennsylvania,Philadelphia,78,239,68,3,29,5,5,5,0,0,9,8/13/2014
00:00.0,Pennsylvania,Pittsburgh,78,239,68,3,29,5,5,5,0,0,9,8/13/2014
00:00.0,Pennsylvania,Lancaster,78,239,68,3,29,5,5,5,0,0,9,8/13/2014
00:00.0,Pennsylvania,Duncannon,78,238,68,3,29,5,5,5,0,0,9,8/14/2014
00:00.0,Pennsylvania,Philadelphia,77,239,68,3,29,5,5,5,0,0,9,8/14/2014
00:00.0,Pennsylvania,Jeannette,77,239,68,3,29,5,5,5,0,1,9,8/14/2014
00:00.0,Pennsylvania,Philadelphia,77,239,68,3,29,5,5,5,0,1,9,8/14/2014
00:00.0,Pennsylvania,Jeannette,77,238,68,3,30,5,5,5,0,1,9,8/14/2014
00:00.0,Pennsylvania,Philadelphia,76,239,68,3,30,5,5,5,0,1,9,8/14/2014
00:00.0,Pennsylvania,Philadelphia,76,239,69,3,30,5,5,5,0,1,9,8/14/2014
00:00.0,Pennsylvania,Brockport,76,240,69,3,30,5,5,5,0,1,10,8/14/2014
00:00.0,Pennsylvania,Williamsport,76,241,69,3,30,5,5,5,0,1,10,8/15/2014
00:00.0,Pennsylvania,Philadelphia,75,242,69,3,30,5,5,5,0,1,10,8/15/2014
00:00.0,Pennsylvania,Philadelphia,74,243,69,3,30,5,5,5,0,1,10,8/15/2014
00:00.0,Pennsylvania,Philadelphia,73,244,69,3,30,5,4,5,0,1,10,8/15/2014
00:00.0,Pennsylvania,Philadelphia,73,244,69,3,30,5,4,5,0,1,10,8/15/2014
00:00.0,Pennsylvania,Philadelphia,73,245,68,3,30,5,4,5,0,1,10,8/15/2014
00:00.0,Pennsylvania,Coatesville,73,247,67,3,30,5,4,5,0,1,10,8/15/2014
00:00.0,Pennsylvania,Wilkinsburg,72,246,67,3,30,5,4,5,0,1,10,8/16/2014
00:00.0,Pennsylvania,Turtle Creek,72,244,67,2,30,5,4,5,0,1,10,8/16/2014
00:00.0,Pennsylvania,Philadelphia,72,245,67,2,30,5,4,5,0,1,10,8/16/2014
00:00.0,Pennsylvania,Hazleton,72,244,66,2,30,5,4,5,0,1,10,8/16/2014
00:00.0,Pennsylvania,Penn Hills,72,243,66,2,30,5,4,5,0,1,10,8/17/2014
00:00.0,Pennsylvania,Philadelphia,72,242,66,2,30,5,4,5,0,1,10,8/17/2014
00:00.0,Pennsylvania,Philadelphia,71,243,66,2,30,5,4,5,0,1,10,8/17/2014
00:00.0,Pennsylvania,Philadelphia,71,243,66,2,30,5,4,5,0,1,10,8/17/2014
00:00.0,Pennsylvania,Port Allegany,71,242,66,2,30,5,4,5,0,1,10,8/17/2014
00:00.0,Pennsylvania,Conestoga,71,240,66,2,30,5,4,5,0,1,10,8/17/2014
00:00.0,Pennsylvania,Pittsburgh,71,239,66,2,30,5,4,5,0,1,10,8/17/2014
00:00.0,Pennsylvania,Philadelphia,71,238,66,2,30,5,4,5,0,1,10,8/17/2014
00:00.0,Pennsylvania,Fayetteville,71,237,66,2,30,5,4,5,0,1,10,8/17/2014
00:00.0,Pennsylvania,York,71,237,66,2,30,5,4,5,0,1,10,8/18/2014
00:00.0,Pennsylvania,Philadelphia,71,238,66,2,30,5,4,5,0,1,10,8/18/2014
00:00.0,Pennsylvania,Clarks Summit,71,237,66,2,29,5,4,5,0,1,10,8/18/2014
00:00.0,Pennsylvania,Blain,71,238,65,2,29,5,4,5,0,1,10,8/19/2014
00:00.0,Pennsylvania,Harrisburg,72,237,65,2,29,5,4,5,0,1,10,8/19/2014
00:00.0,Pennsylvania,Philadelphia,72,237,65,2,29,5,4,5,0,1,10,8/19/2014
00:00.0,Pennsylvania,Harrisburg,73,236,64,2,29,5,4,5,0,1,10,8/19/2014
00:00.0,Pennsylvania,Philadelphia,74,236,64,2,29,5,4,5,0,1,10,8/19/2014
00:00.0,Pennsylvania,New Kensington,76,235,64,2,29,5,4,5,0,1,10,8/20/2014
00:00.0,Pennsylvania,Allentown,75,235,64,2,29,5,4,5,0,2,10,8/20/2014
00:00.0,Pennsylvania,Somerset,75,233,65,2,30,5,4,5,0,2,10,8/20/2014
00:00.0,Pennsylvania,Philadelphia,75,229,65,1,30,5,4,4,0,2,10,8/20/2014
00:00.0,Pennsylvania,Philadelphia,75,229,65,1,30,5,4,4,0,2,10,8/20/2014
00:00.0,Pennsylvania,Philadelphia,76,228,65,1,29,5,4,4,0,2,10,8/20/2014
00:00.0,Pennsylvania,Philadelphia,76,228,65,1,29,5,4,4,0,2,10,8/20/2014
00:00.0,Pennsylvania,Philadelphia,77,228,65,1,28,5,4,4,0,2,10,8/20/2014
00:00.0,Pennsylvania,Scranton,77,228,66,1,28,5,4,4,0,2,10,8/21/2014
00:00.0,Pennsylvania,Pittsburgh,78,228,66,1,27,5,4,4,0,2,10,8/21/2014
00:00.0,Pennsylvania,Wilkes-barre,78,228,65,1,27,5,4,4,0,2,10,8/21/2014
00:00.0,Pennsylvania,Pittsburgh,78,228,65,1,27,5,4,4,0,2,10,8/21/2014
00:00.0,Pennsylvania,Philadelphia,77,227,66,1,27,5,4,4,0,2,10,8/21/2014
00:00.0,Pennsylvania,Philadelphia,77,227,66,1,27,5,4,4,0,2,10,8/21/2014
00:00.0,Pennsylvania,Philadelphia,78,226,66,1,27,5,4,4,0,2,10,8/21/2014
00:00.0,Pennsylvania,Somerset,78,225,66,1,28,5,4,4,0,2,10,8/21/2014
00:00.0,Pennsylvania,Altoona,78,225,66,1,28,5,4,4,0,2,10,8/21/2014
00:00.0,Pennsylvania,Pittsburgh,78,224,67,1,28,5,4,4,0,2,10,8/22/2014
00:00.0,Pennsylvania,Philadelphia,78,225,66,1,28,6,4,4,0,2,10,8/22/2014
00:00.0,Pennsylvania,Philadelphia,78,225,66,1,27,6,4,4,0,2,10,8/22/2014
00:00.0,Pennsylvania,Effort,78,225,66,1,27,6,4,4,0,2,10,8/22/2014
00:00.0,Pennsylvania,Stroudsburg,78,225,66,1,27,6,4,4,0,2,10,8/22/2014
00:00.0,Pennsylvania,Pittsburgh,79,225,66,1,27,6,4,4,0,2,10,8/22/2014
00:00.0,Pennsylvania,Philadelphia,79,226,66,1,27,6,4,4,0,2,10,8/22/2014
00:00.0,Pennsylvania,Philadelphia,78,227,66,1,27,6,4,4,0,2,10,8/23/2014
00:00.0,Pennsylvania,Philadelphia,79,225,66,1,27,6,4,4,0,2,10,8/23/2014
00:00.0,Pennsylvania,Philadelphia,81,224,66,1,27,6,4,4,0,2,10,8/23/2014
00:00.0,Pennsylvania,Lemoyne,81,224,67,1,27,6,4,4,0,2,10,8/24/2014
00:00.0,Pennsylvania,Williamsport,81,224,66,1,28,6,4,4,0,2,10,8/24/2014
00:00.0,Pennsylvania,Wilkes-barre,81,223,66,1,27,6,4,4,0,2,10,8/24/2014
00:00.0,Pennsylvania,Darby,81,223,65,1,27,6,4,4,0,2,10,8/24/2014
00:00.0,Pennsylvania,Philadelphia,81,223,65,1,27,6,4,4,0,2,10,8/24/2014
00:00.0,Pennsylvania,Allentown,81,223,64,1,28,6,4,4,0,2,10,8/24/2014
00:00.0,Pennsylvania,Pittsburgh,81,223,64,1,28,6,4,4,0,2,10,8/24/2014
00:00.0,Pennsylvania,Philadelphia,81,224,64,1,28,6,3,4,0,2,10,8/24/2014
00:00.0,Pennsylvania,Allentown,80,224,64,1,29,6,3,4,0,2,10,8/24/2014
00:00.0,Pennsylvania,Gordonville,79,224,65,1,29,6,3,4,0,2,10,8/25/2014
00:00.0,Pennsylvania,Leola,78,224,66,1,29,6,3,4,0,2,10,8/25/2014
00:00.0,Pennsylvania,Aliquippa,78,223,66,1,29,6,3,4,0,2,10,8/25/2014
00:00.0,Pennsylvania,Philadelphia,78,224,66,1,29,6,3,4,0,2,10,8/25/2014
00:00.0,Pennsylvania,Philadelphia,78,225,66,1,29,6,3,4,0,2,10,8/26/2014
00:00.0,Pennsylvania,Philadelphia,78,225,66,1,29,6,3,4,0,2,10,8/26/2014
00:00.0,Pennsylvania,Philadelphia,78,225,66,1,29,6,3,4,0,2,10,8/26/2014
00:00.0,Pennsylvania,Pittsburgh,78,225,65,1,29,6,3,4,0,2,10,8/27/2014
00:00.0,Pennsylvania,Philadelphia,78,225,65,1,29,6,3,4,0,2,10,8/27/2014
00:00.0,Pennsylvania,Philadelphia,78,226,65,1,29,6,3,4,0,2,10,8/27/2014
00:00.0,Pennsylvania,Lower Providence,79,225,65,1,29,6,3,4,0,2,11,8/27/2014
00:00.0,Pennsylvania,Philadelphia,80,225,65,1,29,6,3,4,0,2,11,8/27/2014
00:00.0,Pennsylvania,Harrisburg,80,224,65,1,29,6,3,4,0,2,11,8/27/2014
00:00.0,Pennsylvania,Philadelphia,80,224,66,1,29,6,3,4,0,2,11,8/27/2014
00:00.0,Pennsylvania,Lemoyne,78,223,66,1,28,6,3,4,0,2,11,8/27/2014
00:00.0,Pennsylvania,Pittsburgh,78,223,66,1,28,6,3,4,0,2,11,8/27/2014
00:00.0,Pennsylvania,Philadelphia,78,222,67,1,28,6,3,4,0,2,11,8/28/2014
00:00.0,Pennsylvania,Philadelphia,79,221,67,1,28,6,3,4,0,2,11,8/28/2014
00:00.0,Pennsylvania,Philadelphia,79,222,68,1,28,6,3,4,0,2,11,8/28/2014
